HSCode,Description,Unit,Quantity,Imports_Value,Imports_Revenue
40011000,"Natural rubber latex, in primary forms or   n plates, sheets or strip",Kg,21011,4139,762
40012100,Smoked sheets of natural rubber,Kg,141160,35825,6452
40012200,"Technically specified natural rubber, in p  imary forms or in plates, etc",Kg,3,42,8
40012900,"Other natural rubber, in primary forms or   n plates, etc, nes",Kg,410,39,7
40013000,"Balata, gutta-percha and similar gums,  in  rimary forms or in plates",Kg,8,119,22
40021100,Latex of styrene-butadiene or carboxylated  styrene-butadiene rubber.,Kg,84480,14535,2379
40021900,"Styrene-butadiene rubber; carboxylated sty  ene-butadiene rubber, nes",Kg,1530,513,96
40022000,"Butadiene rubber, in primary forms or in p  ates, sheets or strip",Kg,4493,1762,274
40023100,Isobutene-isoprene (butyl) rubber,Kg,3180,1133,211
40023900,Halo-isobutene-isoprene rubber,Kg,16000,4795,881
40025900,Acrylonitrile-butadiene rubber (excl late x,Kg,1990,1025,191
40027000,Ethylene-propylene-non-conjugated diene ru  ber.,Kg,120,56,10
40028000,Mixtures of any product of 4001 with any  p oduct of 4002,Kg,20,46,9
40029100,"Latex of synthetic rubber, nes",Kg,1155,272,51
40029900,"Other synthetic rubber products (excl lat e ), nes",Kg,3037,1084,202
40030000,"Reclaimed rubber in primary forms or in pl  tes, sheets or strip",Kg,27340,3103,552
40040000,"Waste, parings and scrap of rubber (excl  h rd rubber) and powders",Kg,160,18,3
40051000,"Rubber compounded with carbon black or sil  ca, unvulcanized",Kg,10094,2053,383
40052000,"Rubber solutions; dispersions, unvulcanize  , nes",Kg,5386,810,149
40059100,"Plates, sheets and strip of unvulcanized,   ompounded rubber, nes",Kg,1000,342,64
40059900,"Compounded rubber, unvulcanized, in primar   forms nes",Kg,3006,1519,283
40070000,Vulcanized rubber thread and cord,Kg,17310,6366,1215
40081100,"Plates, sheets and strip of cellular vulca  ized rubber.",Kg,23103,6316,1548
40081900,"Rods and profile shapes of cellular vulcan  zed rubber, nes.",Kg,1631,315,77
40082100,"Plates, sheets and strip of non-cellular,   ulcanized rubber(excl hard)",Kg,3677,1091,260
40082900,"Rods and profile shapes of non-cellular, v  lcanized rubber (excl hard)",Kg,2126,585,142
40091100,"Tubes,pipewithout fittings, not reinforc ed or otherwise combined with other mat.",Kg,8014,5086,1403
40091200,"Tubes,pipeswith fittings, not reinforced  o  otherwise combined with other mater.",Kg,951,721,215
40092100,"Tubes, pipeswithout fittings, reinforced  o  otherwise combined only with metal",Kg,5508,2069,566
40092200,"Tubes, pipes with fittings, reinforced o r  therwise combined only with metal",Kg,15103,8189,2256
40093100,"Tubes, pipeswithout fittings, reinforced  o  othewise combined with textile mate.",Kg,2473,1629,487
40093200,"Tube,pipewith fittings reinforced or ot her ise combined with textile materials",Kg,23,51,15
40094100,"Tubes, pipes  etc, without fittings, rei nf rced or combined with other material.",Kg,11334,5940,1748
40094200,"Tubes, pipes  etc, with fittings, reinfo rc d or combined with other material",Kg,3602,2213,631
40101100,"Conveyor belts or belting,of vulcanized ru  ber reinforced only with metal",Kg,188,377,70
40101200,"Conveyor belts or belting, of vulcanised r  bber reinforced only with textile mat",Kg,36279,7938,1481
40101900,"Conveyor belts or belting, of vulcanised r  bber, nes",Kg,2407,1326,248
40103100,"Endless transm'n belt of trapezoidal cross  sec(V-belt),V-ribbed,circum>60cm & <.",Kg,5286,5083,952
40103200,Endless transm'n belt of trapezoidal cross  sec(V-belt) with circumfer >60cm & <.,Kg,5209,3536,659
40103300,"Eneless transm'n belts of trapezoidal cros  -sec,V-ribbed with circumfer>180cm &.",Kg,2564,2363,456
40103500,"Endless synchronous belts, of an outside c  rcumference > 60cm and <150cm",Kg,444,865,161
40103900,Other transmission belts or belting nes   .,Kg,8183,11305,2113
40111000,"New pneumatic tyres, of rubber of a kind u  ed on motor cars.",PCS,33983,171436,59864
40112000,"New pneumatic tyres, of rubber of a kind u  ed on buses or lorries",PCS,20226,308851,107509
40113000,"New pneumatic tyres, of rubber for aircraf  .",PCS,110,8732,1234
40114000,"New pneumatic tyres, of rubber of a kind u  ed on motorcycles",PCS,53367,89111,31133
40115000,"New pneumatic tyres, of rubber of a kind u  ed on bicycles",PCS,43034,10387,2389
40117000,tyre of a kind used on agricultural or forestry vehicles and machines,PCS,895,10544,3090
40118000,"tyre of kind used on construction, mining or vehicles and machine industrial handling",PCS,20721,35983,12614
40119000,Other,PCS,3300,7470,2586
40121200,"Retreated tyres, of a kind used on buses o   lorries.",PCS,136,329,117
40121910,Retreated tyre of a kind used on agricultu  e tractor,PCS,210,59,18
40121920,Retreated tyre of a kind used on animal ca  t,PCS,2,2,1
40121990,Other - Retreated tyre nes   .,PCS,31,34,12
40122000,Used pneumatic tyres of rubber   .,PCS,3,4,1
40129010,Treads of rubber,Kg,96956,29685,10335
40129020,Flaps of rubber,Kg,29836,8604,3002
40129090,Others,Kg,21400,6767,2384
40131010,"Inner tubes, of rubber of a kind used on m  tor cars, buses or lorries",PCS,8711,6697,2328
40131090,"Inner tubes, of rubber of a kind used on m  tor cars, buses or lorries",PCS,21151,23318,8108
40132000,"Inner tubes, of rubber of a kind used on b  cycles",PCS,108521,8446,1946
40139010,Inner tubes of a kind used on Agricultural  Tractors.,PCS,6115,3419,996
40139020,Inner tubes of a kind used on Animal Vehic  es,PCS,7563,826,196
40139030,Of a kind used of aeroplane,PCS,2500,10,3
40139040,Of a kind used in motorcycle and scooters,PCS,12307,1925,664
40139090,Other inner tubes of rubber nes   .,PCS,52180,13064,4541
40141000,Sheath contraceptives,PCS,653321,8745,0
40149000,"Hygienic or pharmaceutical articles of vul  anized rubber, nes",PCS,91550,1421,357
40151200,"Of a kind used for medical, surgical, dental or veterinary purposes",Kg,30117,29980,2982
40151900,Gloves mittens and mitts of vulcanized rub  er (excl surgical gloves),PR,1025794,7624,2726
40159000,"Articles of apparel and clothing accessori  s of vulcanized rubber, nes",PCS,32667,1047,314
40161000,Articles of vulcanized rubber of cellular   ubber,Kg,3730,1744,425
40169100,"Floor coverings and mats of vulcanized rub  er, non-cellular.",Kg,93092,11992,3395
40169200,"Erasers, of vulcanized rubber   .",Kg,11461,2379,569
40169310,"Gaskets, washers and other seals used in motor vehicles",PCS,15377025,19013,5571
40169390,"Other gaskets, washers and seals",PCS,1927464,38033,10945
40169400,"Boat or dock fenders, of vulcanized rubber  .",Kg,10,7,2
40169500,"Inflatable articles, of vulcanized rubber,  nes.",Kg,5871,2623,880
40169910,"Rubber Rolls of Articles of vulcanized rub  er, nes",Kg,22378,5092,1339
40169990,"Other Articles of vulcanized rubber, nes  . .",Kg,72518,32758,9012
40170000,Hard rubber (eg ebonite) in all forms; ar t cles of hard rubber,Kg,12538,1921,576
41044900,"Other, leather of bovine or equine animals  in the dry state (crust)",Kg,0,0,0
41071100,"Leather  whole hides and skins, full gra in , unsplit (excl leather of heading Ã .",Kg,1520,451,84
41071900,"Other, whole hides and skins (excl leathe r of heading 4114)Ã ...",Kg,11,3,1
41079900,"Other, including hides (leather) nes  .",Kg,2298,1770,330
41131000,"Prepared leather of goats of kids, without  wool or hair on, exclheading 4114",Kg,5,329,0
41141000,chamois (including combination chamois) le  ther,Kg,6479,2577,481
41151000,"Composition leather with a basis of leathe   or leather fibre, in slabs, sheets o",Kg,465,130,24
41152000,"Parings, waste of leathernot sutiable fo r  anufacture of leather article; dust .",Kg,360,101,19
42010000,"Saddlery and harness for any animal, of an   material",PCS,549,24,7
42021100,"Trunks, suit-cases, etc, with outer sur fac  of leather",PCS,50674,433,208
42021200,"Trunks, suit-cases, etc, with outer sur fac  of plastic or textiles",PCS,13694,29789,13961
42021900,"Trunks, suit-cases, etc, nes  . .",PCS,19422,15502,7275
42022100,"Handbags with outer surface of leather, of  composition or patent leather",PCS,4494,2974,1243
42022200,Handbags with outer surface of plastic she  ting or textile materials,PCS,521263,50431,25070
42022910,Hand bags of felt,PCS,513,977,451
42022990,Hand bags of other,PCS,383152,14646,7481
42023100,"Articles normally carried in pocket or han  bag, of leather",PCS,8279,3173,1449
42023200,"Articles normally carried in pocket or han  bag, of plastics or textiles.",PCS,215253,2897,1416
42023910,Articles of felt carried in the pocket or handbag,PCS,2500,1035,468
42023990,Others articles of felt carried in the pocket or handbag,PCS,3841,221,127
42029100,"Cases and containers, nes, with outer surf  ce of leather",PCS,77,14,7
42029200,"Cases and containers, nes, with outer surf  ce ofplastic or textiles.",PCS,12025,1398,830
42029910,Other bags of felt,PCS,520,127,60
42029990,"Cases and containers, nes, with outer surf  ce of other materials, nes",PCS,111800,7335,3590
42031000,Articles of apparel of leather,PCS,7126,299,99
42032100,"Gloves, mittens and mitts for use in sport  , of leather.",PCS,938,351,104
42032900,"Protective gloves, mittens and mitts for t  ades, nes, of leather",PCS,69324,2934,857
42033000,Belts and bandoliers of leather or composi  ion leather,PCS,267352,13184,4196
42034000,"Clothing accessories of leather or composi  ion leather, nes.",PCS,6495,122,39
42050000,"Articles of leather or of composition leat  er, nes",PCS,18795,822,159
43040090,Articles made of artificial fur,PCS,463,212,63
44021000,Wood charcol wheather or not agglomerated   f bamboo,Kg,34480,517,26
44042000,"Non-coniferous hoopwood; split poles, etc;  wooden sticks, etc; chipwood.",Kg,154,31,11
44050000,Wood wool; wood flour,Kg,3,0,0
44072900,Other tropical wood specified in Subheadin   Note 1 of Chap44 sawn lengthwise>,MTQ,60,4249,1045
44079900,"Wood, nes sawn or chipped lengthwise, slic  d or peeled, >6mm thick",MTQ,28368,5252,1276
44081000,"Coniferous veneer sheets and sheets for pl  wood, etc, =<6mm thick",FTK,7412604,17568,3749
44083900,Tropical veneer sheets and sheets for plyw  od specified in Subhdg Note 1 to Ch44,FTK,56599596,148138,31753
44089000,"Veneer sheets and sheets for plywood and o  her wood, =<6mm thick, nes",FTK,9913066,52717,12356
44091000,"Coniferous wood, continuously shaped along  any of its edges or faces",MTQ,15,3,1
44092900,"Other - Non-coniferous, wood continuously   haped along any of its edges ends or",MTQ,10471,30704,11180
44101100,Particle board of wood,MTQ,10965,22274,6071
44109000,Particle board and similar board of ligneo  s materials,MTQ,3414,1944,537
44111200,"Medium density fiberboard (MDF), of a thic  ness not exceeding 5 mm",MTQ,15476,12136,4338
44111300,"Medium density fiberboard (MDF), Of a thic  ness exceeding 5 mm but not exceeding",MTQ,18924,15170,6106
44111400,"Medium density fiberboard (MDF), Of a thic  ness exceeding 9 mm",MTQ,6220,14935,5139
44119200,Other fiberboard of wood or other ligneous  materials of a density exceeding 08 g,MTQ,13417,21934,9358
44119400,Other fiberboard of wood or other ligneous  materials of a density not exceeding0,MTQ,5581,2767,0
44121000,"Plywood, Veneered Panels and similar lamin  ted wood of bamboo",MTQ,622,17,7
44123100,With at least one outer ply of tropical woo  specified in Subhead. Note 2 to this,MTQ,7397,24129,8234
44123300,"Other, with at least one outer ply of non-coniferous wood of the species alder (Alnus",MTQ,1,1,0
44123900,Other plywood consisting solely of sheets   f wood,MTQ,20137,14185,5047
44129900,"Other, with both outer plies of coniferous wood",Kg,11977,5082,1707
44130000,"Densified wood, in blocks, plates, strips   r profile shapes",Kg,70,23,10
44141000,Of tropical wood,Kg,75,14,5
44149000,Other,Kg,8671,1542,567
44151000,"Cases, boxes, crates, drums and similar pa  kings of wood; cable-drums",PCS,3695,6221,1231
44160000,"Casks, barrets, vats, tubs, etc, and parts  thereof, of wood",PCS,7625,4816,1161
44170000,"Tools, broom or brush bodies of wood ; boot or shoe trees of wood",Kg,34747,1734,417
44181900,Other,PCS,49,672,283
44182100,Of tropical wood,PCS,9512,24512,8266
44182900,Other,PCS,14114,20022,8049
44183000,Posts and beams other than products of subheadings 4418.81 to 4418.89,PCS,5,821,0
44187400,"Other, for mosaic floors",SQM,582,3064,1287
44187500,"Other, multilayer",SQM,1281,1536,512
44187900,Other assembled flooring panels,SQM,19421,19806,7097
44189900,Other,Kg,34453,4666,275
44191100,"--Bread boards, chopping boards and similar boards",Kg,5183,682,291
44191200,Chopsticks,Kg,450,122,61
44191900,Other,Kg,7240,1020,366
44199000,Other,Kg,11267,1581,645
44209000,"Wood marquetry, inlaid wood; caskets & cas  s for jewellery a similar article of",Kg,213,83,30
44211000,Clothes hangers of wood,Kg,7740,1250,468
44219130,Tooth-picks,Kg,145,120,44
44219190,Of bamboo,Kg,2793,713,276
44219910,Others,Kg,1015,199,60
44219930,Tooth-Picks,Kg,40,2,6
44219990,Others,Kg,8680,2032,705
45041000,"Blocks, tiles of any shape, solid cylin der , of agglomerated cork",Kg,2159,175,53
46019900,"Plaiting materials (excl vegetable), in s h et form.",PCS,125,20,5
46021100,"Basket work, wicker work & other articles   f bamboo",PCS,1682,16,5
46021900,"Other - basket work, wicker work & other a  ticles",PCS,5002,164,49
47073000,"Paper or paperboard made mainly of mechani  al(eg newspapers,journals & simmiler",Kg,0,1,0
47079000,"Recovered (Waste and scrap)  paper or pape  board, nes",Kg,50880,4275,556
48010000,Newsprint paper in rolls or sheets,Kg,1,0,0
48021000,Hand-made paper and paperboard,Kg,4297,1093,298
48022000,Paper and paperboard as a base for photo-s  nsitive paper,Kg,16599,3982,1193
48025400,Other paper & paperboard weighing less tha   40 g/m2,Kg,8,1,0
48025500,"Paper & paperboard weighing 40 g/m2 or mor   but not more than 150 g/m2, in rolls",Kg,657951,89920,26532
48025600,"Paper weighing >=40 g/m2 &<= 150 g/m2,in s  eets,sides >= 435mm & <= 297mm,unfold",Kg,733359,101190,30039
48025700,Other paper & paperboard weighing 40 g/m2   r more but not more than 150 g/m2,Kg,905358,124356,36989
48025800,Paper & paperboard weighing more than 150   /m2.,Kg,20,5,2
48026100,"Paper (>10% of mechanical fibres), unco ate , in rolls, nes.",Kg,121574,15846,4746
48026200,Paperin sheets with one side >= 435mm an d  ther side <= 297mm in the unfolded s.,Kg,1061,183,11
48026900,"Other paper or paperboard, >10% of mechani  al or semi mechanical process fibre n",Kg,116373,16505,4876
48030000,"Toilet similar paper used for household  or sanitory purposes, in rolls or shee",Kg,153599,28350,7485
48041100,"Unbleached kraftliner, uncoated, in rolls   r sheets",Kg,111836,8946,1929
48042900,"Sack kraft paper (excl unbleached), uncoated, in rolls or sheets",Kg,239,27,8
48043100,"Unbleached kraft paper, weighing =<150g /m2",Kg,455802,28529,6255
48044100,"Unbleached kraft paper, weighing >150g/ m2  ut <225g/m2.",Kg,129804,8992,1906
48045100,"Unbleached kraft paper, weighing >=225g /m2",Kg,4505,1236,370
48045900,"Kraft paper, weighing >=225g/m2, nes",Kg,19361,1294,388
48051900,Other fluting paper,Kg,2823,173,54
48053000,"Sulphite wrapping paper, in rolls or sheet",Kg,229,52,16
48054000,"Filter paper and paperboard, in rolls or s  eets",Kg,365,360,108
48059100,"Other paper, weighing 150 g/m2 or less",Kg,95329,16668,4705
48059200,"Other paper,weighing more than 150 g/m2 bu   less than 225 g/m2.",Kg,57717,4544,1102
48059300,"Other paper, weighing 225 g/m2 or more",Kg,28575,1247,264
48061000,"Vegetable parchment, in rolls or sheets",Kg,16190,3175,714
